whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,wght,experience_whrswk,whrswk_husby,adjusted_experience,education_level,experience_education,family_responsibility_index,hours_per_dependent,hours_per_child_lt6,experience_squared,hours_worked_bracket,career_stage
36,no,yes,no,13-15years,white,no,7.0,0,0,12.101,south,157940,252.0,435.636,7.0,4,28.0,0,36.0,36.0,49.0,fulltime,Mid
15,yes,no,yes,12years,white,no,19.0,0,1,38.0,south,143898,285.0,570.0,19.0,3,57.0,1,7.5,15.0,361.0,parttime,Late
0,no,no,no,<9years,white,no,48.0,0,0,0.0,south,133066,0.0,0.0,48.0,1,48.0,0,0.0,0.0,2304.0,,Very Late
40,no,yes,no,9-11years,white,no,19.5,0,1,2.9,south,125732,780.0,116.0,19.5,2,39.0,1,20.0,40.0,380.25,fulltime,Late
40,no,no,no,13-15years,white,no,27.0,0,0,0.0,south,140804,1080.0,0.0,27.0,4,108.0,0,40.0,40.0,729.0,fulltime,Late
0,no,no,no,13-15years,white,no,10.0,1,1,50.0,south,159232,0.0,0.0,5.0,4,40.0,2,0.0,0.0,100.0,,Mid
0,yes,no,yes,12years,white,no,10.0,2,1,22.0,south,179758,0.0,0.0,3.3333333333333335,3,30.0,3,0.0,0.0,100.0,,Mid
0,no,no,yes,9-11years,white,no,13.5,0,3,3.2,south,179301,0.0,0.0,13.5,2,27.0,3,0.0,0.0,182.25,,Mid
0,no,no,no,<9years,white,no,18.0,1,1,7.0,south,175228,0.0,0.0,9.0,1,18.0,2,0.0,0.0,324.0,,Late
0,no,no,yes,12years,white,no,29.0,0,0,0.0,south,158550,0.0,0.0,29.0,3,87.0,0,0.0,0.0,841.0,,Late
40,yes,yes,yes,12years,white,no,27.0,0,1,24.0,south,123103,1080.0,960.0,27.0,3,81.0,1,20.0,40.0,729.0,fulltime,Late
40,yes,yes,yes,9-11years,white,no,29.5,0,0,9.02,south,121679,1180.0,360.79999999999995,29.5,2,59.0,0,40.0,40.0,870.25,fulltime,Late
20,yes,no,yes,12years,white,no,21.0,0,0,31.0,south,251209,420.0,620.0,21.0,3,63.0,0,20.0,20.0,441.0,parttime,Late
40,no,no,no,12years,white,no,28.0,0,0,3.2,northcentral,198366,1120.0,128.0,28.0,3,84.0,0,40.0,40.0,784.0,fulltime,Late
28,no,no,no,12years,white,no,12.0,1,2,0.0,northcentral,221750,336.0,0.0,6.0,3,36.0,3,7.0,14.0,144.0,parttime,Mid
0,yes,no,yes,9-11years,white,no,44.5,0,0,0.0,northcentral,186657,0.0,0.0,44.5,2,89.0,0,0.0,0.0,1980.25,,Very Late
0,no,no,no,9-11years,white,no,40.5,0,0,35.0,northcentral,206250,0.0,0.0,40.5,2,81.0,0,0.0,0.0,1640.25,,Very Late
40,no,yes,yes,12years,white,no,17.0,0,2,25.342,northcentral,196786,680.0,1013.68,17.0,3,51.0,2,13.333333333333334,40.0,289.0,fulltime,Late
40,no,yes,no,12years,white,no,42.0,0,0,2.5,northcentral,206250,1680.0,100.0,42.0,3,126.0,0,40.0,40.0,1764.0,fulltime,Very Late
8,yes,no,yes,12years,white,no,28.0,0,0,23.32,northcentral,198366,224.0,186.56,28.0,3,84.0,0,8.0,8.0,784.0,parttime,Late
20,yes,no,yes,12years,white,no,47.0,0,0,28.0,northcentral,201842,940.0,560.0,47.0,3,141.0,0,20.0,20.0,2209.0,parttime,Very Late
50,no,yes,yes,>16years,white,no,18.0,0,0,19.0,northcentral,180755,900.0,950.0,18.0,6,108.0,0,50.0,50.0,324.0,fulltime,Late
40,yes,no,yes,12years,white,no,17.0,0,2,20.0,northcentral,196786,680.0,800.0,17.0,3,51.0,2,13.333333333333334,40.0,289.0,fulltime,Late
30,yes,yes,yes,12years,white,no,13.0,1,1,27.0,northcentral,96874,390.0,810.0,6.5,3,39.0,2,10.0,15.0,169.0,parttime,Mid
40,yes,yes,yes,12years,white,no,9.0,0,0,12.0,northcentral,217747,360.0,480.0,9.0,3,27.0,0,40.0,40.0,81.0,fulltime,Mid
10,yes,no,yes,13-15years,white,no,21.0,0,3,43.304,northcentral,177964,210.0,433.04,21.0,4,84.0,3,2.5,10.0,441.0,parttime,Late
0,yes,no,yes,12years,white,no,6.0,3,1,39.5,northcentral,210890,0.0,0.0,1.5,3,18.0,4,0.0,0.0,36.0,,Mid
0,no,yes,no,9-11years,white,no,48.5,0,0,0.0,northcentral,301068,0.0,0.0,48.5,2,97.0,0,0.0,0.0,2352.25,,Very Late
0,no,no,no,12years,white,no,28.0,0,0,50.0,northcentral,295093,0.0,0.0,28.0,3,84.0,0,0.0,0.0,784.0,,Late
0,yes,no,yes,9-11years,white,no,30.5,0,0,0.0,northcentral,295093,0.0,0.0,30.5,2,61.0,0,0.0,0.0,930.25,,Very Late
30,yes,no,yes,12years,white,no,26.0,0,1,24.0,northcentral,264743,780.0,720.0,26.0,3,78.0,1,15.0,30.0,676.0,parttime,Late
40,yes,yes,yes,13-15years,white,no,11.0,1,0,35.0,northcentral,288994,440.0,1400.0,5.5,4,44.0,1,20.0,20.0,121.0,fulltime,Mid
40,yes,no,yes,12years,white,no,22.0,0,1,36.822,northcentral,310187,880.0,1472.88,22.0,3,66.0,1,20.0,40.0,484.0,fulltime,Late
0,no,no,no,12years,black,no,9.0,0,3,10.5,northcentral,175200,0.0,0.0,9.0,3,27.0,3,0.0,0.0,81.0,,Mid
40,yes,yes,yes,12years,black,no,17.0,1,1,29.0,northcentral,119138,680.0,1160.0,8.5,3,51.0,2,13.333333333333334,20.0,289.0,fulltime,Late
10,yes,no,yes,9-11years,white,no,34.5,0,0,30.0,northcentral,159567,345.0,300.0,34.5,2,69.0,0,10.0,10.0,1190.25,parttime,Very Late
0,yes,no,yes,13-15years,white,no,42.0,0,0,0.05,northcentral,141172,0.0,0.0,42.0,4,168.0,0,0.0,0.0,1764.0,,Very Late
20,no,no,no,16years,white,no,20.0,1,1,60.0,northcentral,136709,400.0,1200.0,10.0,5,100.0,2,6.666666666666667,10.0,400.0,parttime,Late
0,no,no,no,<9years,white,no,47.0,0,0,0.0,northcentral,137183,0.0,0.0,47.0,1,47.0,0,0.0,0.0,2209.0,,Very Late
40,no,yes,no,12years,white,no,11.0,2,0,26.216,northcentral,165530,440.0,1048.64,3.6666666666666665,3,33.0,2,13.333333333333334,13.333333333333334,121.0,fulltime,Mid
40,yes,no,yes,9-11years,white,no,19.5,0,2,26.0,northcentral,155233,780.0,1040.0,19.5,2,39.0,2,13.333333333333334,40.0,380.25,fulltime,Late
40,no,yes,no,12years,white,no,26.0,0,0,0.5,northcentral,132845,1040.0,20.0,26.0,3,78.0,0,40.0,40.0,676.0,fulltime,Late
40,no,no,no,12years,white,no,29.0,0,0,12.794,northcentral,148192,1160.0,511.76,29.0,3,87.0,0,40.0,40.0,841.0,fulltime,Late
55,yes,no,yes,>16years,white,no,23.0,0,1,52.0,northcentral,146490,1265.0,2860.0,23.0,6,138.0,1,27.5,55.0,529.0,fulltime,Late
40,no,yes,yes,16years,white,no,29.0,0,0,0.0,northcentral,153399,1160.0,0.0,29.0,5,145.0,0,40.0,40.0,841.0,fulltime,Late
24,yes,no,yes,16years,white,no,29.0,0,0,50.5,northcentral,153399,696.0,1212.0,29.0,5,145.0,0,24.0,24.0,841.0,parttime,Late
0,yes,no,yes,12years,white,no,25.0,1,1,65.0,northcentral,131424,0.0,0.0,12.5,3,75.0,2,0.0,0.0,625.0,,Late
20,no,no,no,12years,white,no,36.0,0,0,0.0,northcentral,155058,720.0,0.0,36.0,3,108.0,0,20.0,20.0,1296.0,parttime,Very Late
40,no,yes,no,13-15years,white,no,18.0,1,1,28.885,northcentral,155233,720.0,1155.4,9.0,4,72.0,2,13.333333333333334,20.0,324.0,fulltime,Late
40,no,yes,no,13-15years,white,no,26.0,0,0,35.0,northcentral,148075,1040.0,1400.0,26.0,4,104.0,0,40.0,40.0,676.0,fulltime,Late
0,no,no,no,<9years,white,no,51.0,0,0,0.0,northcentral,150669,0.0,0.0,51.0,1,51.0,0,0.0,0.0,2601.0,,
0,yes,no,yes,12years,white,no,44.0,0,0,16.132,northcentral,141172,0.0,0.0,44.0,3,132.0,0,0.0,0.0,1936.0,,Very Late
18,no,no,no,12years,white,no,41.0,0,0,0.0,northcentral,151582,738.0,0.0,41.0,3,123.0,0,18.0,18.0,1681.0,parttime,Very Late
40,yes,yes,yes,16years,white,no,22.0,0,1,18.0,northcentral,132845,880.0,720.0,22.0,5,110.0,1,20.0,40.0,484.0,fulltime,Late
38,no,no,no,9-11years,white,no,43.5,0,0,0.0,northcentral,23656,1653.0,0.0,43.5,2,87.0,0,38.0,38.0,1892.25,fulltime,Very Late
15,no,no,no,16years,white,no,14.0,0,2,0.0,northcentral,155233,210.0,0.0,14.0,5,70.0,2,5.0,15.0,196.0,parttime,Mid
16,yes,no,yes,12years,white,no,32.0,0,1,30.0,northcentral,148075,512.0,480.0,32.0,3,96.0,1,8.0,16.0,1024.0,parttime,Very Late
38,no,yes,no,13-15years,white,no,4.0,1,1,0.0,northcentral,157423,152.0,0.0,2.0,4,16.0,2,12.666666666666666,19.0,16.0,fulltime,Early
40,no,yes,no,13-15years,white,no,44.0,0,0,0.0,northcentral,117342,1760.0,0.0,44.0,4,176.0,0,40.0,40.0,1936.0,fulltime,Very Late
40,yes,no,yes,16years,white,no,4.0,0,0,24.0,northcentral,126588,160.0,960.0,4.0,5,20.0,0,40.0,40.0,16.0,fulltime,Early
40,no,yes,no,13-15years,white,no,23.0,0,1,40.0,northcentral,56080,920.0,1600.0,23.0,4,92.0,1,20.0,40.0,529.0,fulltime,Late
45,no,no,no,12years,white,no,7.0,1,0,17.5,northcentral,122602,315.0,787.5,3.5,3,21.0,1,22.5,22.5,49.0,fulltime,Mid
36,no,yes,no,16years,white,no,2.0,0,0,17.0,northcentral,124378,72.0,612.0,2.0,5,10.0,0,36.0,36.0,4.0,fulltime,Early
32,no,no,no,12years,white,no,17.0,0,1,13.0,northcentral,114267,544.0,416.0,17.0,3,51.0,1,16.0,32.0,289.0,fulltime,Late
40,no,yes,yes,13-15years,white,no,27.0,0,1,32.0,northcentral,116991,1080.0,1280.0,27.0,4,108.0,1,20.0,40.0,729.0,fulltime,Late
12,yes,no,yes,12years,white,no,15.0,1,2,34.0,northcentral,239238,180.0,408.0,7.5,3,45.0,3,3.0,6.0,225.0,parttime,Mid
40,no,no,yes,13-15years,white,no,6.0,0,0,10.0,northcentral,268873,240.0,400.0,6.0,4,24.0,0,40.0,40.0,36.0,fulltime,Mid
0,no,no,no,12years,white,no,38.0,0,0,2.5,northcentral,250743,0.0,0.0,38.0,3,114.0,0,0.0,0.0,1444.0,,Very Late
40,no,yes,no,12years,white,no,44.0,0,0,18.9,northcentral,233598,1760.0,756.0,44.0,3,132.0,0,40.0,40.0,1936.0,fulltime,Very Late
40,no,yes,no,9-11years,white,no,39.5,0,0,0.0,northcentral,238597,1580.0,0.0,39.5,2,79.0,0,40.0,40.0,1560.25,fulltime,Very Late
45,no,no,no,12years,white,no,19.0,0,0,0.0,northcentral,252269,855.0,0.0,19.0,3,57.0,0,45.0,45.0,361.0,fulltime,Late
40,yes,yes,yes,16years,white,no,16.0,0,0,40.0,northcentral,252269,640.0,1600.0,16.0,5,80.0,0,40.0,40.0,256.0,fulltime,Late
40,no,yes,yes,12years,white,no,8.0,1,0,10.0,northcentral,253375,320.0,400.0,4.0,3,24.0,1,20.0,20.0,64.0,fulltime,Mid
0,yes,no,yes,12years,white,no,11.0,2,0,53.849,northcentral,79516,0.0,0.0,3.6666666666666665,3,33.0,2,0.0,0.0,121.0,,Mid
32,no,no,no,12years,white,no,21.0,0,1,0.0,northcentral,74569,672.0,0.0,21.0,3,63.0,1,16.0,32.0,441.0,fulltime,Late
0,yes,no,yes,12years,white,no,46.0,0,0,0.305,northcentral,74549,0.0,0.0,46.0,3,138.0,0,0.0,0.0,2116.0,,Very Late
40,yes,no,yes,13-15years,white,no,5.0,1,0,12.646,northcentral,77891,200.0,505.84000000000003,2.5,4,20.0,1,20.0,20.0,25.0,fulltime,Early
40,yes,yes,yes,12years,white,no,30.0,0,1,15.0,northcentral,73265,1200.0,600.0,30.0,3,90.0,1,20.0,40.0,900.0,fulltime,Late
40,yes,no,yes,12years,white,no,22.0,0,2,21.0,northcentral,74569,880.0,840.0,22.0,3,66.0,2,13.333333333333334,40.0,484.0,fulltime,Late
40,no,yes,no,16years,white,no,2.0,0,0,32.0,northcentral,75622,80.0,1280.0,2.0,5,10.0,0,40.0,40.0,4.0,fulltime,Early
24,no,no,no,12years,white,no,18.0,0,3,9.1,northcentral,74569,432.0,218.39999999999998,18.0,3,54.0,3,6.0,24.0,324.0,parttime,Late
35,no,no,no,12years,white,no,28.0,0,2,14.0,northcentral,71131,980.0,490.0,28.0,3,84.0,2,11.666666666666666,35.0,784.0,fulltime,Late
40,no,yes,yes,16years,white,no,16.0,0,0,25.0,northcentral,76807,640.0,1000.0,16.0,5,80.0,0,40.0,40.0,256.0,fulltime,Late
0,yes,no,yes,12years,white,no,43.0,0,0,7.0,northcentral,67876,0.0,0.0,43.0,3,129.0,0,0.0,0.0,1849.0,,Very Late
30,no,no,no,12years,white,no,26.0,0,1,0.0,northcentral,65730,780.0,0.0,26.0,3,78.0,1,15.0,30.0,676.0,parttime,Late
35,yes,no,yes,12years,white,no,23.0,1,1,28.704,northcentral,65730,805.0,1004.64,11.5,3,69.0,2,11.666666666666666,17.5,529.0,fulltime,Late
24,no,no,no,13-15years,white,no,31.0,0,0,3.5,northcentral,32674,744.0,84.0,31.0,4,124.0,0,24.0,24.0,961.0,parttime,Very Late
0,no,no,no,12years,white,no,44.0,0,0,0.0,northcentral,28907,0.0,0.0,44.0,3,132.0,0,0.0,0.0,1936.0,,Very Late
50,no,yes,no,12years,white,no,18.0,0,1,0.0,northcentral,33067,900.0,0.0,18.0,3,54.0,1,25.0,50.0,324.0,fulltime,Late
40,yes,no,yes,12years,white,no,8.0,1,1,11.4,northcentral,34251,320.0,456.0,4.0,3,24.0,2,13.333333333333334,20.0,64.0,fulltime,Mid
45,yes,no,yes,>16years,white,no,21.0,0,2,29.9,northcentral,28298,945.0,1345.5,21.0,6,126.0,2,15.0,45.0,441.0,fulltime,Late
40,yes,no,yes,16years,white,no,8.0,2,1,34.0,northcentral,41189,320.0,1360.0,2.6666666666666665,5,40.0,3,10.0,13.333333333333334,64.0,fulltime,Mid
25,yes,no,yes,9-11years,white,no,18.5,0,2,30.0,northcentral,35988,462.5,750.0,18.5,2,37.0,2,8.333333333333334,25.0,342.25,parttime,Late
40,yes,no,yes,12years,white,no,17.0,2,1,22.9,northcentral,35988,680.0,916.0,5.666666666666667,3,51.0,3,10.0,13.333333333333334,289.0,fulltime,Late
40,no,yes,no,9-11years,white,no,27.5,0,1,25.0,northcentral,193492,1100.0,1000.0,27.5,2,55.0,1,20.0,40.0,756.25,fulltime,Late
40,yes,yes,yes,13-15years,white,no,25.0,0,0,20.0,northcentral,193492,1000.0,800.0,25.0,4,100.0,0,40.0,40.0,625.0,fulltime,Late
0,no,no,no,12years,white,no,30.0,0,0,0.0,northcentral,215673,0.0,0.0,30.0,3,90.0,0,0.0,0.0,900.0,,Late
12,yes,no,yes,12years,white,no,47.0,0,0,23.0,northcentral,219452,564.0,276.0,47.0,3,141.0,0,12.0,12.0,2209.0,parttime,Very Late
40,no,no,no,12years,white,no,14.0,0,0,17.744,northcentral,210651,560.0,709.76,14.0,3,42.0,0,40.0,40.0,196.0,fulltime,Mid
0,no,no,no,12years,white,no,2.0,1,0,26.0,northcentral,253223,0.0,0.0,1.0,3,6.0,1,0.0,0.0,4.0,,Early
0,yes,no,yes,12years,white,no,18.0,1,0,41.0,other,133544,0.0,0.0,9.0,3,54.0,1,0.0,0.0,324.0,,Late
40,no,yes,no,13-15years,black,no,5.0,0,1,13.0,other,186042,200.0,520.0,5.0,4,20.0,1,20.0,40.0,25.0,fulltime,Early
38,no,yes,no,13-15years,white,no,7.0,1,0,10.0,other,170800,266.0,380.0,3.5,4,28.0,1,19.0,19.0,49.0,fulltime,Mid
40,no,yes,yes,<9years,white,yes,30.0,0,0,18.0,other,77204,1200.0,720.0,30.0,1,30.0,0,40.0,40.0,900.0,fulltime,Late
0,no,yes,yes,12years,white,no,37.0,0,0,0.0,other,199731,0.0,0.0,37.0,3,111.0,0,0.0,0.0,1369.0,,Very Late
40,no,yes,no,12years,white,no,19.0,0,2,40.0,other,199956,760.0,1600.0,19.0,3,57.0,2,13.333333333333334,40.0,361.0,fulltime,Late
10,yes,no,yes,13-15years,white,no,15.0,2,2,58.0,other,186294,150.0,580.0,5.0,4,60.0,4,2.0,3.3333333333333335,225.0,parttime,Mid
0,yes,no,yes,12years,white,no,41.0,0,0,40.0,other,195254,0.0,0.0,41.0,3,123.0,0,0.0,0.0,1681.0,,Very Late
0,yes,no,yes,13-15years,white,no,18.0,1,0,45.0,other,199956,0.0,0.0,9.0,4,72.0,1,0.0,0.0,324.0,,Late
0,yes,no,yes,12years,white,no,20.0,0,2,35.0,other,205171,0.0,0.0,20.0,3,60.0,2,0.0,0.0,400.0,,Late
40,no,yes,yes,12years,white,no,23.0,0,0,40.0,other,175581,920.0,1600.0,23.0,3,69.0,0,40.0,40.0,529.0,fulltime,Late
38,no,yes,yes,12years,white,no,21.0,1,1,56.35,other,195373,798.0,2141.3,10.5,3,63.0,2,12.666666666666666,19.0,441.0,fulltime,Late
30,yes,yes,yes,12years,white,no,9.0,0,0,16.507,other,204572,270.0,495.21000000000004,9.0,3,27.0,0,30.0,30.0,81.0,parttime,Mid
24,yes,no,yes,16years,white,no,17.0,0,2,35.0,other,195373,408.0,840.0,17.0,5,85.0,2,8.0,24.0,289.0,parttime,Late
40,yes,yes,yes,16years,white,no,7.0,0,0,54.5,other,208333,280.0,2180.0,7.0,5,35.0,0,40.0,40.0,49.0,fulltime,Mid
30,no,yes,no,>16years,white,no,30.0,0,0,0.0,other,180275,900.0,0.0,30.0,6,180.0,0,30.0,30.0,900.0,parttime,Late
54,no,yes,yes,12years,white,no,43.0,0,0,26.0,other,172655,2322.0,1404.0,43.0,3,129.0,0,54.0,54.0,1849.0,fulltime,Very Late
40,yes,no,yes,12years,white,yes,14.0,0,0,20.0,other,100008,560.0,800.0,14.0,3,42.0,0,40.0,40.0,196.0,fulltime,Mid
40,yes,yes,yes,13-15years,white,yes,8.0,1,0,0.0,other,71474,320.0,0.0,4.0,4,32.0,1,20.0,20.0,64.0,fulltime,Mid
32,yes,yes,yes,13-15years,white,no,15.0,0,2,60.0,other,182025,480.0,1920.0,15.0,4,60.0,2,10.666666666666666,32.0,225.0,fulltime,Mid
45,no,yes,yes,16years,white,no,39.0,0,0,30.0,other,172655,1755.0,1350.0,39.0,5,195.0,0,45.0,45.0,1521.0,fulltime,Very Late
45,no,yes,no,13-15years,white,no,19.0,0,0,13.0,other,195373,855.0,585.0,19.0,4,76.0,0,45.0,45.0,361.0,fulltime,Late
40,yes,no,yes,12years,white,no,19.0,0,2,30.0,other,198116,760.0,1200.0,19.0,3,57.0,2,13.333333333333334,40.0,361.0,fulltime,Late
40,yes,no,yes,12years,white,no,43.0,0,0,0.0,other,172655,1720.0,0.0,43.0,3,129.0,0,40.0,40.0,1849.0,fulltime,Very Late
40,yes,yes,yes,13-15years,white,no,21.0,0,0,20.0,other,167197,840.0,800.0,21.0,4,84.0,0,40.0,40.0,441.0,fulltime,Late
30,no,no,no,12years,white,no,44.0,0,0,0.0,other,175079,1320.0,0.0,44.0,3,132.0,0,30.0,30.0,1936.0,parttime,Very Late
40,yes,yes,yes,12years,white,no,28.0,0,2,40.0,other,230887,1120.0,1600.0,28.0,3,84.0,2,13.333333333333334,40.0,784.0,fulltime,Late
0,no,yes,no,12years,white,no,19.0,1,0,37.593,other,242049,0.0,0.0,9.5,3,57.0,1,0.0,0.0,361.0,,Late
40,yes,no,yes,>16years,white,no,21.0,0,2,39.1,other,96828,840.0,1564.0,21.0,6,126.0,2,13.333333333333334,40.0,441.0,fulltime,Late
16,yes,no,yes,16years,white,no,40.0,0,0,2.943,other,99989,640.0,47.088,40.0,5,200.0,0,16.0,16.0,1600.0,parttime,Very Late
50,no,yes,no,13-15years,white,no,30.0,0,0,0.0,other,107928,1500.0,0.0,30.0,4,120.0,0,50.0,50.0,900.0,fulltime,Late
55,no,yes,no,16years,white,no,14.0,2,0,7.0,other,118756,770.0,385.0,4.666666666666667,5,70.0,2,18.333333333333332,18.333333333333332,196.0,fulltime,Mid
40,no,yes,yes,13-15years,white,no,3.0,0,0,42.0,other,120432,120.0,1680.0,3.0,4,12.0,0,40.0,40.0,9.0,fulltime,Early
38,yes,no,yes,16years,white,yes,25.0,1,0,36.0,other,60046,950.0,1368.0,12.5,5,125.0,1,19.0,19.0,625.0,fulltime,Late
45,no,yes,no,13-15years,white,no,11.0,0,0,8.0,other,108243,495.0,360.0,11.0,4,44.0,0,45.0,45.0,121.0,fulltime,Mid
0,no,no,no,16years,white,no,15.0,2,0,7.0,other,116181,0.0,0.0,5.0,5,75.0,2,0.0,0.0,225.0,,Mid
40,yes,no,yes,13-15years,white,no,9.0,0,0,39.0,other,123888,360.0,1560.0,9.0,4,36.0,0,40.0,40.0,81.0,fulltime,Mid
40,no,yes,no,12years,white,no,25.0,0,1,53.0,other,102324,1000.0,2120.0,25.0,3,75.0,1,20.0,40.0,625.0,fulltime,Late
38,no,yes,no,12years,white,no,19.0,0,2,13.6,other,119568,722.0,516.8,19.0,3,57.0,2,12.666666666666666,38.0,361.0,fulltime,Late
0,yes,no,yes,13-15years,white,no,11.0,2,0,35.0,other,111399,0.0,0.0,3.6666666666666665,4,44.0,2,0.0,0.0,121.0,,Mid
0,yes,no,yes,<9years,white,no,44.0,0,0,42.09,other,116757,0.0,0.0,44.0,1,44.0,0,0.0,0.0,1936.0,,Very Late
40,no,yes,no,13-15years,white,no,7.0,0,0,10.0,other,125198,280.0,400.0,7.0,4,28.0,0,40.0,40.0,49.0,fulltime,Mid
16,yes,no,yes,16years,white,no,25.0,0,0,59.0,other,111346,400.0,944.0,25.0,5,125.0,0,16.0,16.0,625.0,parttime,Late
47,no,yes,no,16years,white,no,28.0,0,0,33.203,other,111346,1316.0,1560.5410000000002,28.0,5,140.0,0,47.0,47.0,784.0,fulltime,Late
20,yes,no,yes,13-15years,white,no,19.0,0,3,0.0,other,116729,380.0,0.0,19.0,4,76.0,3,5.0,20.0,361.0,parttime,Late
35,no,yes,yes,13-15years,white,yes,9.0,2,0,38.0,other,54850,315.0,1330.0,3.0,4,36.0,2,11.666666666666666,11.666666666666666,81.0,fulltime,Mid
40,yes,yes,yes,13-15years,white,no,28.0,0,0,35.0,other,189909,1120.0,1400.0,28.0,4,112.0,0,40.0,40.0,784.0,fulltime,Late
70,no,yes,yes,>16years,white,no,35.0,0,0,50.0,other,194407,2450.0,3500.0,35.0,6,210.0,0,70.0,70.0,1225.0,overtime,Very Late
40,no,no,no,12years,black,no,14.0,0,0,0.0,other,166092,560.0,0.0,14.0,3,42.0,0,40.0,40.0,196.0,fulltime,Mid
35,no,no,no,16years,white,no,14.0,1,0,45.0,other,199089,490.0,1575.0,7.0,5,70.0,1,17.5,17.5,196.0,fulltime,Mid
0,no,no,no,13-15years,white,yes,9.0,1,1,11.7,other,93551,0.0,0.0,4.5,4,36.0,2,0.0,0.0,81.0,,Mid
40,yes,no,yes,13-15years,white,yes,9.0,2,0,30.0,other,97986,360.0,1200.0,3.0,4,36.0,2,13.333333333333334,13.333333333333334,81.0,fulltime,Mid
40,no,yes,yes,12years,white,yes,32.0,0,0,0.0,other,102895,1280.0,0.0,32.0,3,96.0,0,40.0,40.0,1024.0,fulltime,Very Late
40,no,yes,no,13-15years,white,no,43.0,0,0,0.0,other,175939,1720.0,0.0,43.0,4,172.0,0,40.0,40.0,1849.0,fulltime,Very Late
40,yes,no,yes,12years,black,no,17.0,0,2,0.0,other,166092,680.0,0.0,17.0,3,51.0,2,13.333333333333334,40.0,289.0,fulltime,Late
35,yes,yes,yes,12years,white,no,15.0,0,1,21.0,other,81496,525.0,735.0,15.0,3,45.0,1,17.5,35.0,225.0,fulltime,Mid
0,yes,no,yes,12years,white,yes,38.0,0,0,60.0,other,127709,0.0,0.0,38.0,3,114.0,0,0.0,0.0,1444.0,,Very Late
0,yes,no,yes,16years,white,no,9.0,3,0,75.0,other,192903,0.0,0.0,2.25,5,45.0,3,0.0,0.0,81.0,,Mid
40,no,yes,yes,16years,white,no,9.0,0,1,36.5,other,192903,360.0,1460.0,9.0,5,45.0,1,20.0,40.0,81.0,fulltime,Mid
0,yes,no,yes,16years,white,no,9.0,1,0,54.0,other,189553,0.0,0.0,4.5,5,45.0,1,0.0,0.0,81.0,,Mid
0,no,no,no,16years,white,no,17.0,0,1,0.0,other,166565,0.0,0.0,17.0,5,85.0,1,0.0,0.0,289.0,,Late
30,no,yes,no,13-15years,white,no,24.0,0,2,0.0,other,174112,720.0,0.0,24.0,4,96.0,2,10.0,30.0,576.0,parttime,Late
40,yes,no,yes,12years,white,no,37.0,0,0,50.0,other,206817,1480.0,2000.0,37.0,3,111.0,0,40.0,40.0,1369.0,fulltime,Very Late
0,yes,no,yes,13-15years,white,no,27.0,0,2,25.0,other,197502,0.0,0.0,27.0,4,108.0,2,0.0,0.0,729.0,,Late
30,yes,no,yes,12years,white,no,21.0,0,4,43.0,other,207050,630.0,1290.0,21.0,3,63.0,4,6.0,30.0,441.0,parttime,Late
40,no,no,no,9-11years,white,no,24.5,0,3,0.22,other,169510,980.0,8.8,24.5,2,49.0,3,10.0,40.0,600.25,fulltime,Late
40,no,no,no,12years,white,no,25.0,0,1,3.7,other,169510,1000.0,148.0,25.0,3,75.0,1,20.0,40.0,625.0,fulltime,Late
0,no,no,no,12years,white,no,4.0,2,0,2.0,other,209972,0.0,0.0,1.3333333333333333,3,12.0,2,0.0,0.0,16.0,,Early
0,no,no,no,<9years,white,no,20.0,1,3,0.0,other,169510,0.0,0.0,10.0,1,20.0,4,0.0,0.0,400.0,,Late
0,no,no,no,9-11years,white,yes,7.5,1,0,0.0,other,75103,0.0,0.0,3.75,2,15.0,1,0.0,0.0,56.25,,Mid
40,yes,yes,yes,13-15years,black,no,23.0,0,1,29.432,other,172800,920.0,1177.28,23.0,4,92.0,1,20.0,40.0,529.0,fulltime,Late
0,no,no,no,12years,black,no,44.0,0,0,0.0,other,228145,0.0,0.0,44.0,3,132.0,0,0.0,0.0,1936.0,,Very Late
40,yes,yes,yes,12years,white,no,42.0,0,0,30.0,other,198669,1680.0,1200.0,42.0,3,126.0,0,40.0,40.0,1764.0,fulltime,Very Late
35,no,no,no,12years,white,no,27.0,0,0,11.0,other,166565,945.0,385.0,27.0,3,81.0,0,35.0,35.0,729.0,fulltime,Late
40,no,yes,no,13-15years,white,no,9.0,1,0,0.0,other,216950,360.0,0.0,4.5,4,36.0,1,20.0,20.0,81.0,fulltime,Mid
40,no,yes,no,16years,white,no,3.0,0,0,7.177,other,206325,120.0,287.08,3.0,5,15.0,0,40.0,40.0,9.0,fulltime,Early
40,no,yes,no,16years,white,no,7.0,0,0,10.0,other,216950,280.0,400.0,7.0,5,35.0,0,40.0,40.0,49.0,fulltime,Mid
40,yes,no,yes,12years,white,no,15.0,1,0,32.0,other,189553,600.0,1280.0,7.5,3,45.0,1,20.0,20.0,225.0,fulltime,Mid
40,yes,yes,yes,12years,white,no,24.0,0,2,22.0,other,174112,960.0,880.0,24.0,3,72.0,2,13.333333333333334,40.0,576.0,fulltime,Late
7,yes,no,yes,12years,white,no,30.0,0,1,24.44,other,194072,210.0,171.08,30.0,3,90.0,1,3.5,7.0,900.0,parttime,Late
